time_s,ch0_uv,ch0_lead_off
76.733333,13050.00,0
76.738889,-1712.50,1
76.744444,-5462.50,0
76.750000,-11325.00,0
76.755556,5112.50,0
76.761111,-4912.50,0
76.766667,-1725.00,0
76.772222,21537.50,0
76.777778,5112.50,0
76.783333,9062.50,0
76.788889,17925.00,0
76.794444,-1712.50,1
76.800000,8325.00,0
76.805556,5312.50,0
76.811111,-13537.50,0
76.816667,-1712.50,1
76.822222,-6862.50,0
76.827778,-11325.00,0
76.833333,5112.50,0
76.838889,-4912.50,0
76.844444,-2150.00,0
76.850000,20425.00,0
76.855556,5112.50,0
76.861111,20075.00,0
76.866667,11525.00,0
76.872222,-1712.50,1
76.877778,5112.50,0
76.883333,5975.00,0
76.888889,-4250.00,0
76.894444,-1712.50,1
76.900000,14925.00,0
76.905556,7550.00,0
76.911111,5125.00,0
76.916667,-1712.50,1
76.922222,-1825.00,0
76.927778,-11537.50,0
76.933333,5112.50,0
76.938889,-8325.00,0
76.944444,-1712.50,1
76.950000,-8450.00,0
76.955556,5112.50,0
76.961111,5237.50,0
76.966667,-14062.50,0
76.972222,-1712.50,1
76.977778,11725.00,0
76.983333,5112.50,0
76.988889,18850.00,0
76.994444,-1712.50,1
77.000000,-5250.00,0
77.005556,-14537.50,0
77.011111,5112.50,0
77.016667,-4912.50,0
77.022222,-1712.50,1
77.027778,21525.00,0
77.033333,5112.50,0
77.038889,8862.50,0
77.044444,17925.00,0
77.050000,-1712.50,1
77.055556,8312.50,0
77.061111,5325.00,0
77.066667,-13337.50,0
77.072222,-1712.50,1
77.077778,-7075.00,0
77.083333,-8125.00,0
77.088889,5112.50,0
77.094444,-4912.50,0
77.100000,-1937.50,0
77.105556,17025.00,0
77.111111,5112.50,0
77.116667,17075.00,0
77.122222,11525.00,0
77.127778,-1712.50,1
77.133333,5112.50,0
77.138889,5562.50,0
77.144444,-4250.00,0
77.150000,-1712.50,1
77.155556,14925.00,0
77.161111,7775.00,0
77.166667,5125.00,0
77.172222,-1712.50,1
77.177778,-2037.50,0
77.183333,-11337.50,0
77.188889,5112.50,0
77.194444,-8325.00,0
77.200000,-1712.50,1
77.205556,-9250.00,0
77.211111,5112.50,0
77.216667,5237.50,0
77.222222,-17262.50,0
77.227778,-1712.50,1
77.233333,11712.50,0
77.238889,5112.50,0
77.244444,15475.00,0
77.250000,-1712.50,1
77.255556,-5250.00,0
77.261111,-11337.50,0
77.266667,5112.50,0
77.272222,-4912.50,0
77.277778,-1712.50,1
77.283333,18325.00,0
77.288889,5112.50,0
77.294444,12062.50,0
77.300000,11525.00,0
77.305556,-1712.50,1
77.311111,-23537.50,0
77.316667,17600.00,0
77.322222,-23362.50,0
77.327778,-25600.00,0
77.333333,9587.50,0
77.338889,-23000.00,0
77.344444,-24575.00,0
77.350000,-15575.00,0
77.355556,-5787.50,0
77.361111,-14162.50,0
77.366667,-24925.00,0
77.372222,-15175.00,0
77.377778,13450.00,0
77.383333,-19150.00,0
77.388889,-8975.00,0
77.394444,-14962.50,0
77.400000,-18800.00,0
77.405556,-14962.50,0
77.411111,-24937.50,0
77.416667,-15575.00,0
77.422222,-8937.50,0
77.427778,-25562.50,0
77.433333,-24650.00,0
77.438889,-15575.00,0
77.444444,-8937.50,0
77.450000,-19162.50,0
77.455556,-8975.00,0
77.461111,-14962.50,0
77.466667,8312.50,0
77.472222,5325.00,0
77.477778,-10337.50,0
77.483333,-1712.50,1
77.488889,-9862.50,0
77.494444,-8137.50,0
77.500000,5112.50,0
77.505556,-4912.50,0
77.511111,-1937.50,0
77.516667,20237.50,0
77.522222,5112.50,0
77.527778,16875.00,0
77.533333,11525.00,0
77.538889,-1712.50,1
77.544444,5112.50,0
77.550000,5762.50,0
77.555556,-4237.50,0
77.561111,-1712.50,1
77.566667,14925.00,0
77.572222,10837.50,0
77.577778,5125.00,0
77.583333,-1712.50,1
77.588889,-2050.00,0
77.594444,20450.00,0
77.600000,5112.50,0
77.605556,-8125.00,0
77.611111,-1712.50,1
77.616667,-6650.00,0
77.622222,5112.50,0
77.627778,5237.50,0
77.633333,-14062.50,0
77.638889,-1712.50,1
77.644444,11725.00,0
77.650000,5112.50,0
77.655556,15650.00,0
77.661111,-1712.50,1
77.666667,-5250.00,0
77.672222,-11337.50,0
77.677778,5112.50,0
77.683333,-4912.50,0
77.688889,-1712.50,1
77.694444,18325.00,0
77.700000,5112.50,0
77.705556,9062.50,0
77.711111,17925.00,0
77.716667,-1712.50,1
77.722222,8312.50,0
77.727778,5125.00,0
77.733333,-15137.50,0
77.738889,-1712.50,1
77.744444,-6875.00,0
77.750000,-11325.00,0
77.755556,5112.50,0
77.761111,-4912.50,0
77.766667,-1937.50,0
77.772222,23425.00,0
77.777778,5112.50,0
77.783333,16875.00,0
77.788889,11525.00,0
77.794444,-1712.50,1
77.800000,5112.50,0
77.805556,5762.50,0
77.811111,-4237.50,0
77.816667,-1712.50,1
77.822222,15125.00,0
77.827778,20450.00,0
77.833333,5112.50,0
77.838889,-1712.50,1
77.844444,-2362.50,0
77.850000,14062.50,0
77.855556,5112.50,0
77.861111,-8325.00,0
77.866667,-1712.50,1
77.872222,-8450.00,0
77.877778,5112.50,0
77.883333,5237.50,0
77.888889,21137.50,0
77.894444,-1712.50,1
77.900000,11725.00,0
77.905556,5112.50,0
77.911111,15437.50,0
77.916667,-1712.50,1
77.922222,-5250.00,0
77.927778,-11337.50,0
77.933333,5112.50,0
77.938889,-4912.50,0
77.944444,-1712.50,1
77.950000,21525.00,0
77.955556,5112.50,0
77.961111,8862.50,0
77.966667,17925.00,0
77.972222,-1712.50,1
77.977778,8312.50,0
77.983333,5325.00,0
77.988889,-13137.50,0
77.994444,-1712.50,1
78.000000,-7062.50,0
78.005556,-11325.00,0
78.011111,5112.50,0
78.016667,-4912.50,0
78.022222,-1937.50,0
78.027778,23562.50,0
78.033333,5112.50,0
78.038889,13675.00,0
78.044444,11525.00,0
78.050000,-1712.50,1
78.055556,8312.50,0
78.061111,5750.00,0
78.066667,-10637.50,0
78.072222,-1712.50,1
78.077778,18125.00,0
78.083333,-14537.50,0
78.088889,5112.50,0
78.094444,-1712.50,1
78.100000,-2800.00,0
78.105556,10862.50,0
78.111111,5112.50,0
78.116667,-11525.00,0
78.122222,-1712.50,1
78.127778,-8650.00,0
78.133333,5112.50,0
78.138889,5225.00,0
78.144444,-17262.50,0
78.150000,-1712.50,1
78.155556,11725.00,0
78.161111,5112.50,0
78.166667,15650.00,0
78.172222,-1712.50,1
78.177778,-5250.00,0
78.183333,-11337.50,0
78.188889,5112.50,0
78.194444,-4912.50,0
78.200000,-1712.50,1
78.205556,18525.00,0
78.211111,5112.50,0
78.216667,8650.00,0
78.222222,17937.50,0
78.227778,-1712.50,1
78.233333,8312.50,0
78.238889,5125.00,0
78.244444,-14950.00,0
78.250000,-1712.50,1
78.255556,-6662.50,0
78.261111,-11337.50,0
78.266667,5112.50,0
78.272222,-4912.50,0
78.277778,-1937.50,0
78.283333,20025.00,0
78.288889,5112.50,0
78.294444,17075.00,0
78.300000,11525.00,0
78.305556,-1712.50,1
78.311111,5112.50,0
78.316667,5550.00,0
78.322222,-4025.00,0
78.327778,-1712.50,1
78.333333,21325.00,0
78.338889,-8125.00,0
78.344444,5112.50,0
78.350000,-1712.50,1
78.355556,-6250.00,0
78.361111,14050.00,0
78.366667,5112.50,0
78.372222,-8325.00,0
78.377778,-1912.50,0
78.383333,-8237.50,0
78.388889,5112.50,0
78.394444,5225.00,0
78.400000,-23662.50,0
78.405556,-1712.50,1
78.411111,11712.50,0
78.416667,5112.50,0
78.422222,12675.00,0
78.427778,-1712.50,1
78.433333,-2050.00,0
78.438889,17462.50,0
78.444444,5112.50,0
78.450000,-4912.50,0
78.455556,-1712.50,1
78.461111,18325.00,0
78.466667,5112.50,0
78.472222,8862.50,0
78.477778,14725.00,0
78.483333,-1712.50,1
78.488889,8312.50,0
78.494444,5125.00,0
78.500000,-15137.50,0
78.505556,-1712.50,1
78.511111,-9062.50,0
78.516667,-8125.00,0
78.522222,5112.50,0
78.527778,-4912.50,0
78.533333,-1937.50,0
78.538889,13962.50,0
78.544444,5112.50,0
78.550000,16875.00,0
78.555556,11525.00,0
78.561111,-1712.50,1
78.566667,5112.50,0
78.572222,5550.00,0
78.577778,-4250.00,0
78.583333,-1712.50,1
78.588889,21525.00,0
78.594444,-8125.00,0
78.600000,5112.50,0
78.605556,-1712.50,1
78.611111,-6037.50,0
78.616667,14050.00,0
78.622222,5112.50,0
78.627778,-8325.00,0
78.633333,-1912.50,0
78.638889,-8237.50,0
78.644444,5112.50,0
78.650000,5200.00,0
78.655556,-23662.50,0
78.661111,-1712.50,1
78.666667,11712.50,0
78.672222,5112.50,0
78.677778,15475.00,0
78.683333,-1712.50,1
78.688889,-5037.50,0
78.694444,-11337.50,0
78.700000,5112.50,0
78.705556,-5112.50,0
78.711111,-1712.50,1
78.716667,22125.00,0
78.722222,5112.50,0
78.727778,8850.00,0
78.733333,17937.50,0
78.738889,-1712.50,1
78.744444,8312.50,0
78.750000,5125.00,0
78.755556,-18150.00,0
78.761111,-1712.50,1
78.766667,-6462.50,0
78.772222,-8137.50,0
78.777778,5112.50,0
78.783333,-4912.50,0
78.788889,-1925.00,0
78.794444,16950.00,0
78.800000,5112.50,0
78.805556,13875.00,0
78.811111,11525.00,0
78.816667,-1712.50,1
78.822222,5112.50,0
78.827778,5550.00,0
78.833333,-4237.50,0
78.838889,-1712.50,1
78.844444,21525.00,0
78.850000,-8125.00,0
78.855556,5112.50,0
78.861111,-1712.50,1
78.866667,-6237.50,0
78.872222,14050.00,0
78.877778,5112.50,0
78.883333,-8325.00,0
78.888889,-1925.00,0
78.894444,-8350.00,0
78.900000,5112.50,0
78.905556,5237.50,0
78.911111,-20462.50,0
78.916667,-1712.50,1
78.922222,11725.00,0
78.927778,5112.50,0
78.933333,15450.00,0
78.938889,-1712.50,1
78.944444,-5237.50,0
78.950000,-11337.50,0
78.955556,5112.50,0
78.961111,-4912.50,0
78.966667,-1712.50,1
78.972222,21725.00,0
78.977778,5112.50,0
78.983333,8650.00,0
78.988889,14737.50,0
78.994444,-1712.50,1
79.000000,8312.50,0
79.005556,5125.00,0
79.011111,-15162.50,0
79.016667,-1712.50,1
79.022222,-8662.50,0
79.027778,-8125.00,0
79.033333,5112.50,0
79.038889,-4912.50,0
79.044444,-1937.50,0
79.050000,16962.50,0
79.055556,5112.50,0
79.061111,13675.00,0
79.066667,11525.00,0
79.072222,-1712.50,1
79.077778,8312.50,0
79.083333,5537.50,0
79.088889,-13612.50,0
79.094444,-1712.50,1
79.100000,24525.00,0
79.105556,-8125.00,0
79.111111,5112.50,0
79.116667,-1712.50,1
79.122222,-5625.00,0
79.127778,14037.50,0
79.133333,5112.50,0
79.138889,-8325.00,0
79.144444,-1912.50,0
79.150000,-8237.50,0
79.155556,-23537.50,0
79.161111,17600.00,0
79.166667,-23362.50,0
79.172222,-25600.00,0
79.177778,-22412.50,0
79.183333,-8775.00,0
79.188889,-24637.50,0
79.194444,-16575.00,0
79.200000,-24987.50,0
79.205556,-15362.50,0
79.211111,-22000.00,0
79.216667,-14362.50,0
79.222222,-25000.00,0
79.227778,-15975.00,0
79.233333,-9600.00,0
79.238889,-19162.50,0
79.244444,-8975.00,0
79.250000,-14962.50,0
79.255556,-18800.00,0
79.261111,-14962.50,0
79.266667,-24937.50,0
79.272222,-5975.00,0
79.277778,-24387.50,0
79.283333,-15775.00,0
79.288889,-12125.00,0
79.294444,-25562.50,0
79.300000,-24575.00,0
79.305556,-15775.00,0
79.311111,5112.50,0
79.316667,5212.50,0
79.322222,-17262.50,0
79.327778,-1712.50,1
79.333333,11725.00,0
79.338889,5112.50,0
79.344444,12237.50,0
79.350000,-1712.50,1
79.355556,-2037.50,0
79.361111,14262.50,0
79.366667,5112.50,0
79.372222,-4912.50,0
79.377778,-1712.50,1
79.383333,21525.00,0
79.388889,5112.50,0
79.394444,8850.00,0
79.400000,14737.50,0
79.405556,-1712.50,1
79.411111,8312.50,0
79.416667,5125.00,0
79.422222,-15150.00,0
79.427778,-1712.50,1
79.433333,-8862.50,0
79.438889,-8137.50,0
79.444444,5112.50,0
79.450000,-4912.50,0
79.455556,-1925.00,0
79.461111,17150.00,0
79.466667,5112.50,0
79.472222,13475.00,0
79.477778,11525.00,0
79.483333,-1712.50,1
79.488889,8312.50,0
79.494444,5550.00,0
79.500000,-10437.50,0
79.505556,-1712.50,1
79.511111,18325.00,0
79.516667,-8125.00,0
79.522222,5150.00,0
79.527778,-4937.50,0
79.533333,7875.00,0
79.538889,-4062.50,0
79.544444,5112.50,0
79.550000,-5325.00,0
79.555556,-14512.50,0
79.561111,-2062.50,0
79.566667,5137.50,0
79.572222,8525.00,0
79.577778,5462.50,0
79.583333,-1712.50,1
79.588889,5325.00,0
79.594444,5112.50,0
79.600000,10262.50,0
79.605556,-1737.50,0
79.611111,-5125.00,0
79.616667,-2462.50,0
79.622222,5112.50,0
79.627778,-1925.00,0
79.633333,-1712.50,1
79.638889,-7062.50,0
79.644444,5137.50,0
79.650000,12137.50,0
79.655556,5450.00,0
79.661111,-1725.00,0
79.666667,5337.50,0
79.672222,5112.50,0
79.677778,10475.00,0
79.683333,-1712.50,1
79.688889,-12462.50,0
79.694444,-2062.50,0
79.700000,5125.00,0
79.705556,-1937.50,0
79.711111,-4912.50,0
79.716667,-3675.00,0
79.722222,5112.50,0
79.727778,-11937.50,0
79.733333,5262.50,0
79.738889,-1725.00,0
79.744444,5337.50,0
79.750000,11512.50,0
79.755556,4075.00,0
79.761111,-1712.50,1
79.766667,15125.00,0
79.772222,-1850.00,0
79.777778,5137.50,0
79.783333,-1750.00,0
79.788889,-11525.00,0
79.794444,-662.50,0
79.800000,5112.50,0
79.805556,-5325.00,0
79.811111,20687.50,0
79.816667,-2462.50,0
79.822222,5137.50,0
79.827778,8525.00,0
79.833333,5462.50,0
79.838889,-1712.50,1
79.844444,5525.00,0
79.850000,5112.50,0
79.855556,12462.50,0
79.861111,-1737.50,0
79.866667,-5325.00,0
79.872222,-2062.50,0
79.877778,5112.50,0
79.883333,-1925.00,0
79.888889,-1712.50,1
79.894444,-6862.50,0
79.900000,5137.50,0
79.905556,11925.00,0
79.911111,5462.50,0
79.916667,-1725.00,0
79.922222,5337.50,0
79.927778,5112.50,0
79.933333,10475.00,0
79.938889,-1712.50,1
79.944444,-12050.00,0
79.950000,-2062.50,0
79.955556,5125.00,0
79.961111,-1937.50,0
79.966667,-4912.50,0
79.972222,-3675.00,0
79.977778,5112.50,0
79.983333,-8937.50,0
79.988889,5262.50,0
79.994444,-1725.00,0
80.000000,5325.00,0
80.005556,8312.50,0
80.011111,4275.00,0
80.016667,-1712.50,1
80.022222,18337.50,0
80.027778,-1850.00,0
80.033333,5137.50,0
80.038889,-1950.00,0
80.044444,-11325.00,0
80.050000,-862.50,0
80.055556,5112.50,0
80.061111,-5325.00,0
80.066667,20687.50,0
80.072222,-2262.50,0
80.077778,5137.50,0
80.083333,8525.00,0
80.088889,5462.50,0
80.094444,-1712.50,1
80.100000,5325.00,0
80.105556,8312.50,0
80.111111,7262.50,0
80.116667,-1737.50,0
80.122222,-5325.00,0
80.127778,-2062.50,0
80.133333,5112.50,0
80.138889,-1925.00,0
80.144444,-1712.50,1
80.150000,-7062.50,0
80.155556,5137.50,0
80.161111,8937.50,0
80.166667,5437.50,0
80.172222,-1725.00,0
80.177778,5337.50,0
80.183333,5112.50,0
80.188889,10275.00,0
80.194444,-1712.50,1
80.200000,-8862.50,0
80.205556,-2062.50,0
80.211111,5125.00,0
80.216667,-1937.50,0
80.222222,-4912.50,0
80.227778,-3475.00,0
80.233333,5112.50,0
80.238889,-12337.50,0
80.244444,5462.50,0
80.250000,-1725.00,0
80.255556,5137.50,0
80.261111,11512.50,0
80.266667,4275.00,0
80.272222,-1712.50,1
80.277778,12537.50,0
80.283333,-2062.50,0
80.288889,5125.00,0
80.294444,-1737.50,0
80.300000,-11525.00,0
80.305556,-462.50,0
80.311111,5112.50,0
80.316667,-5325.00,0
80.322222,-17712.50,0
80.327778,-2250.00,0
80.333333,5137.50,0
80.338889,8525.00,0
80.344444,5662.50,0
80.350000,-1712.50,1
80.355556,5325.00,0
80.361111,5112.50,0
80.366667,10062.50,0
80.372222,-1737.50,0
80.377778,-5125.00,0
80.383333,-2675.00,0
80.388889,5112.50,0
80.394444,-1925.00,0
80.400000,-1712.50,1
80.405556,-7062.50,0
80.411111,5150.00,0
80.416667,12137.50,0
80.422222,5450.00,0
80.427778,-1725.00,0
80.433333,5337.50,0
80.438889,5112.50,0
80.444444,10475.00,0
80.450000,-1712.50,1
80.455556,-12262.50,0
80.461111,-2062.50,0
80.466667,5125.00,0
80.472222,-1937.50,0
80.477778,-4912.50,0
80.483333,-3675.00,0
80.488889,5112.50,0
80.494444,-11937.50,0
80.500000,5262.50,0
80.505556,-1725.00,0
80.511111,5337.50,0
80.516667,11512.50,0
80.522222,4075.00,0
80.527778,-1712.50,1
80.533333,15325.00,0
80.538889,-2050.00,0
80.544444,5137.50,0
80.550000,-1737.50,0
80.555556,-11525.00,0
80.561111,-462.50,0
80.566667,5112.50,0
80.572222,-5325.00,0
80.577778,20687.50,0
80.583333,-2262.50,0
80.588889,5137.50,0
80.594444,8525.00,0
80.600000,5462.50,0
80.605556,-1712.50,1
80.611111,5325.00,0
80.616667,5112.50,0
80.622222,10262.50,0
80.627778,-1737.50,0
80.633333,-5137.50,0
80.638889,-2462.50,0
80.644444,5112.50,0
80.650000,-1925.00,0
80.655556,-1712.50,1
80.661111,-6862.50,0
80.666667,5137.50,0
80.672222,11937.50,0
80.677778,5462.50,0
80.683333,-1725.00,0
80.688889,5337.50,0
80.694444,5112.50,0
80.700000,10475.00,0
80.705556,-1712.50,1
80.711111,-12062.50,0
80.716667,-2062.50,0
80.722222,5125.00,0
80.727778,-1737.50,0
80.733333,-4912.50,0
80.738889,-4275.00,0
80.744444,5112.50,0
80.750000,-12137.50,0
80.755556,5262.50,0
80.761111,-1725.00,0
80.766667,5337.50,0
80.772222,11512.50,0
80.777778,4275.00,0
80.783333,-1712.50,1
80.788889,15125.00,0
80.794444,-1850.00,0
80.800000,5137.50,0
80.805556,-1750.00,0
80.811111,-14725.00,0
80.816667,-862.50,0
80.822222,5112.50,0
80.827778,-5325.00,0
80.833333,-14512.50,0
80.838889,-2262.50,0
80.844444,5137.50,0
80.850000,8525.00,0
80.855556,5662.50,0
80.861111,-1712.50,1
80.866667,5325.00,0
80.872222,5112.50,0
80.877778,10262.50,0
80.883333,-1737.50,0
80.888889,-5325.00,0
80.894444,-2062.50,0
80.900000,5112.50,0
80.905556,-1925.00,0
80.911111,-1712.50,1
80.916667,-7062.50,0
80.922222,5137.50,0
80.927778,8937.50,0
80.933333,5450.00,0
80.938889,-1725.00,0
80.944444,5337.50,0
80.950000,8312.50,0
80.955556,7075.00,0
80.961111,-1712.50,1
80.966667,-12262.50,0
80.972222,-2062.50,0
80.977778,5125.00,0
80.983333,-1737.50,0
80.988889,-4912.50,0
80.994444,-4075.00,0
81.000000,-23537.50,0
81.005556,17600.00,0
81.011111,-23362.50,0
81.016667,-25600.00,0
81.022222,-23550.00,0
81.027778,-5975.00,0
81.033333,-24387.50,0
81.038889,-15775.00,0
81.044444,-12125.00,0
81.050000,-25562.50,0
81.055556,-24925.00,0
81.061111,-15175.00,0
81.066667,13450.00,0
81.072222,-19150.00,0
81.077778,-8975.00,0
81.083333,-14962.50,0
81.088889,-18800.00,0
81.094444,-14962.50,0
81.100000,-24937.50,0
81.105556,-15575.00,0
81.111111,-8937.50,0
81.116667,-25562.50,0
81.122222,-24650.00,0
81.127778,-15575.00,0
81.133333,-8937.50,0
81.138889,-19162.50,0
81.144444,-8975.00,0
81.150000,-14962.50,0
81.155556,5112.50,0
81.161111,-6937.50,0
81.166667,5262.50,0
81.172222,-1737.50,0
81.177778,5350.00,0
81.183333,11512.50,0
81.188889,4075.00,0
81.194444,-1712.50,1
81.200000,12137.50,0
81.205556,-1862.50,0
81.211111,5137.50,0
81.216667,-1750.00,0
81.222222,-14925.00,0
81.227778,-462.50,0
81.233333,5112.50,0
81.238889,-5325.00,0
81.244444,-14512.50,0
81.250000,-2262.50,0
81.255556,5137.50,0
81.261111,8525.00,0
81.266667,5862.50,0
81.272222,-1712.50,1
81.277778,5325.00,0
81.283333,5112.50,0
81.288889,6862.50,0
81.294444,-1737.50,0
81.300000,-5325.00,0
81.305556,-2262.50,0
81.311111,5112.50,0
81.316667,-1925.00,0
81.322222,-1712.50,1
81.327778,-3662.50,0
81.333333,5137.50,0
81.338889,8937.50,0
81.344444,5450.00,0
81.350000,-1725.00,0
81.355556,5337.50,0
81.361111,8312.50,0
81.366667,7275.00,0
81.372222,-1712.50,1
81.377778,-12862.50,0
81.383333,-1862.50,0
81.388889,5125.00,0
81.394444,-1937.50,0
81.400000,-4912.50,0
81.405556,-4075.00,0
81.411111,5112.50,0
81.416667,-8737.50,0
81.422222,5262.50,0
81.427778,-1725.00,0
81.433333,5337.50,0
81.438889,11512.50,0
81.444444,4075.00,0
81.450000,-1712.50,1
81.455556,11925.00,0
81.461111,-1850.00,0
81.466667,5137.50,0
81.472222,-1750.00,0
81.477778,-11725.00,0
81.483333,-62.50,0
81.488889,5112.50,0
81.494444,-5125.00,0
81.500000,-14512.50,0
81.505556,-262.50,0
81.511111,5137.50,0
81.516667,8525.00,0
81.522222,5662.50,0
81.527778,-1712.50,1
81.533333,5325.00,0
81.538889,5112.50,0
81.544444,10262.50,0
81.550000,-1737.50,0
81.555556,-5325.00,0
81.561111,-2262.50,0
81.566667,5112.50,0
81.572222,-1925.00,0
81.577778,-1712.50,1
81.583333,-6662.50,0
81.588889,5137.50,0
81.594444,8937.50,0
81.600000,5450.00,0
81.605556,-1725.00,0
81.611111,5337.50,0
81.616667,8312.50,0
81.622222,7275.00,0
81.627778,-1712.50,1
81.633333,-12862.50,0
81.638889,-2062.50,0
81.644444,5125.00,0
81.650000,-1737.50,0
81.655556,-4912.50,0
81.661111,-4275.00,0
81.666667,5112.50,0
81.672222,-8737.50,0
81.677778,5262.50,0
81.683333,-1725.00,0
81.688889,5337.50,0
81.694444,11512.50,0
81.700000,4275.00,0
81.705556,-1712.50,1
81.711111,11925.00,0
81.716667,-1850.00,0
81.722222,5137.50,0
81.727778,-1937.50,0
81.733333,-14725.00,0
81.738889,-2675.00,0
81.744444,5112.50,0
81.750000,-5125.00,0
81.755556,-14512.50,0
81.761111,-2850.00,0
81.766667,5137.50,0
81.772222,8525.00,0
81.777778,5462.50,0
81.783333,-1712.50,1
81.788889,5325.00,0
81.794444,5112.50,0
81.800000,10462.50,0
81.805556,-1737.50,0
81.811111,-5325.00,0
81.816667,-2062.50,0
81.822222,5112.50,0
81.827778,-1925.00,0
81.833333,-1712.50,1
81.838889,-7062.50,0
81.844444,5137.50,0
81.850000,12137.50,0
81.855556,5450.00,0
81.861111,-1725.00,0
81.866667,5337.50,0
81.872222,5112.50,0
81.877778,10475.00,0
81.883333,-1712.50,1
81.888889,-12462.50,0
81.894444,-2062.50,0
81.900000,5125.00,0
81.905556,-1737.50,0
81.911111,-4912.50,0
81.916667,-4275.00,0
81.922222,5112.50,0
81.927778,-12137.50,0
81.933333,5462.50,0
81.938889,-1725.00,0
81.944444,5137.50,0
81.950000,11712.50,0
81.955556,3675.00,0
81.961111,-1712.50,1
81.966667,15325.00,0
81.972222,-2050.00,0
81.977778,5137.50,0
81.983333,-1750.00,0
81.988889,-14725.00,0
81.994444,-662.50,0
82.000000,5112.50,0
82.005556,-5325.00,0
82.011111,20687.50,0
82.016667,-2262.50,0
82.022222,5137.50,0
82.027778,8525.00,0
82.033333,5662.50,0
82.038889,-1712.50,1
82.044444,5325.00,0
82.050000,8312.50,0
82.055556,6862.50,0
82.061111,-1737.50,0
82.066667,-5125.00,0
82.072222,-2462.50,0
82.077778,5112.50,0
82.083333,-1925.00,0
82.088889,-1712.50,1
82.094444,-7062.50,0
82.100000,5137.50,0
82.105556,8937.50,0
82.111111,5450.00,0
82.116667,-1725.00,0
82.122222,5337.50,0
82.127778,5112.50,0
82.133333,10475.00,0
82.138889,-1712.50,1
82.144444,-9062.50,0
82.150000,-2062.50,0
82.155556,5125.00,0
82.161111,-1937.50,0
82.166667,-4912.50,0
82.172222,-3675.00,0
82.177778,5112.50,0
82.183333,-12137.50,0
82.188889,5262.50,0
82.194444,-1725.00,0
82.200000,5337.50,0
82.205556,11512.50,0
82.211111,4075.00,0
82.216667,-1712.50,1
82.222222,12125.00,0
82.227778,-2050.00,0
82.233333,5137.50,0
82.238889,-1750.00,0
82.244444,-8325.00,0
82.250000,-462.50,0
82.255556,5112.50,0
82.261111,-5325.00,0
82.266667,14287.50,0
82.272222,-2262.50,0
82.277778,5137.50,0
82.283333,8525.00,0
82.288889,5462.50,0
82.294444,-1712.50,1
82.300000,5525.00,0
82.305556,8312.50,0
82.311111,9262.50,0
82.316667,-1737.50,0
82.322222,-5325.00,0
82.327778,-2062.50,0
82.333333,5112.50,0
82.338889,-1925.00,0
82.344444,-1712.50,1
82.350000,-6862.50,0
82.355556,5137.50,0
82.361111,8737.50,0
82.366667,5450.00,0
82.372222,-1725.00,0
82.377778,5337.50,0
82.383333,5112.50,0
82.388889,10475.00,0
82.394444,-1712.50,1
82.400000,-8862.50,0
82.405556,-2062.50,0
82.411111,5125.00,0
82.416667,-1737.50,0
82.422222,-4912.50,0
82.427778,-4275.00,0
82.433333,5112.50,0
82.438889,-12137.50,0
82.444444,5262.50,0
82.450000,-1725.00,0
82.455556,5337.50,0
82.461111,11512.50,0
82.466667,4275.00,0
82.472222,-1712.50,1
82.477778,15125.00,0
82.483333,-1850.00,0
82.488889,5137.50,0
82.494444,-1950.00,0
82.500000,-11325.00,0
82.505556,-862.50,0
82.511111,5112.50,0
82.516667,11687.50,0
82.522222,-1737.50,0
82.527778,-3912.50,0
82.533333,8312.50,0
82.538889,5275.00,0
82.544444,-7287.50,0
82.550000,-1712.50,1
82.555556,11712.50,0
82.561111,5012.50,0
82.566667,16512.50,0
82.572222,-4912.50,0
82.577778,-1850.00,0
82.583333,7287.50,0
82.588889,5112.50,0
82.594444,-8312.50,0
82.600000,-1737.50,0
82.605556,21687.50,0
82.611111,8312.50,0
82.616667,5462.50,0
82.622222,-4087.50,0
82.627778,-1712.50,1
82.633333,11712.50,0
82.638889,5150.00,0
82.644444,-11887.50,0
82.650000,-1712.50,1
82.655556,-8875.00,0
82.661111,7487.50,0
82.666667,5112.50,0
82.672222,-4912.50,0
82.677778,-1637.50,0
82.683333,11887.50,0
82.688889,5112.50,0
82.694444,15487.50,0
82.700000,-4287.50,0
82.705556,-1712.50,1
82.711111,8512.50,0
82.716667,5062.50,0
82.722222,-8687.50,0
82.727778,-1712.50,1
82.733333,21712.50,0
82.738889,7687.50,0
82.744444,5112.50,0
82.750000,-4912.50,0
82.755556,-1875.00,0
82.761111,11887.50,0
82.766667,5112.50,0
82.772222,-11712.50,0
82.777778,-1675.00,0
82.783333,-5512.50,0
82.788889,8312.50,0
82.794444,5275.00,0
82.800000,-7087.50,0
82.805556,-1712.50,1
82.811111,11712.50,0
82.816667,5137.50,0
82.822222,15912.50,0
82.827778,-4912.50,0
82.833333,-1862.50,0
82.838889,7287.50,0
82.844444,-23537.50,0
82.850000,17600.00,0
82.855556,-23362.50,0
82.861111,-25600.00,0
82.866667,-25600.00,0
82.872222,-8800.00,0
82.877778,-24637.50,0
82.883333,-16575.00,0
82.888889,-24987.50,0
82.894444,-15362.50,0
82.900000,-22000.00,0
82.905556,-14362.50,0
82.911111,-25000.00,0
82.916667,-15975.00,0
82.922222,-9600.00,0
